work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,Senior,Full time,Data Engineer,165400,USD,165400,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,132320,USD,132320,US,Remote,US,Medium
2022,Mid,Full time,Data Analyst,167000,USD,167000,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,243900,USD,243900,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,136600,USD,136600,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,109280,USD,109280,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,128875,USD,128875,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,93700,USD,93700,US,Remote,US,Medium
2022,Executive,Full time,Head of Data Science,224000,USD,224000,US,Remote,US,Medium
2022,Executive,Full time,Head of Data Science,167875,USD,167875,US,Remote,US,Medium
2022,Executive,Full time,Analytics Engineer,175000,USD,175000,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,156600,USD,156600,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,108800,USD,108800,US,No remote,US,Medium
2022,Senior,Full time,Data Scientist,95550,USD,95550,US,No remote,US,Medium
2022,Senior,Full time,Data Engineer,113000,USD,113000,US,No remote,US,Large
2022,Senior,Full time,Data Analyst,135000,USD,135000,US,Remote,US,Medium
2022,Senior,Full time,Data Science Manager,161342,USD,161342,US,Remote,US,Medium
2022,Senior,Full time,Data Science Manager,137141,USD,137141,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,167000,USD,167000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,123000,USD,123000,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,60000,GBP,78526,GB,No remote,GB,Medium
2022,Senior,Full time,Data Engineer,50000,GBP,65438,GB,No remote,GB,Medium
2022,Senior,Full time,Data Scientist,150000,USD,150000,US,No remote,US,Medium
2022,Senior,Full time,Data Scientist,211500,USD,211500,US,Remote,US,Medium
2022,Senior,Full time,Data Architect,192400,USD,192400,CA,Remote,CA,Medium
2022,Senior,Full time,Data Architect,90700,USD,90700,CA,Remote,CA,Medium
2022,Senior,Full time,Data Analyst,130000,USD,130000,CA,Remote,CA,Medium
2022,Senior,Full time,Data Analyst,61300,USD,61300,CA,Remote,CA,Medium
2022,Senior,Full time,Data Analyst,130000,USD,130000,CA,Remote,CA,Medium
2022,Senior,Full time,Data Analyst,61300,USD,61300,CA,Remote,CA,Medium
2022,Senior,Full time,Data Engineer,160000,USD,160000,US,No remote,US,Large
2022,Senior,Full time,Data Scientist,138600,USD,138600,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,136000,USD,136000,US,No remote,US,Medium
2022,Mid,Full time,Data Analyst,58000,USD,58000,US,No remote,US,Small
2022,Executive,Full time,Analytics Engineer,135000,USD,135000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,170000,USD,170000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,123000,USD,123000,US,Remote,US,Medium
2022,Senior,Full time,Machine Learning Engineer,189650,USD,189650,US,No remote,US,Medium
2022,Senior,Full time,Machine Learning Engineer,164996,USD,164996,US,No remote,US,Medium
2022,Mid,Full time,ETL Developer,50000,EUR,54957,GR,No remote,GR,Medium
2022,Mid,Full time,ETL Developer,50000,EUR,54957,GR,No remote,GR,Medium
2022,Executive,Full time,Lead Data Engineer,150000,CAD,118187,CA,Remote,CA,Small
2022,Senior,Full time,Data Analyst,132000,USD,132000,US,No remote,US,Medium
2022,Senior,Full time,Data Engineer,165400,USD,165400,US,Remote,US,Medium
2022,Senior,Full time,Data Architect,208775,USD,208775,US,Remote,US,Medium
2022,Senior,Full time,Data Architect,147800,USD,147800,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,136994,USD,136994,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,101570,USD,101570,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,128875,USD,128875,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,93700,USD,93700,US,Remote,US,Medium
2022,Executive,Full time,Head of Machine Learning,6000000,INR,79039,IN,Hybrid,IN,Large
2022,Senior,Full time,Data Engineer,132320,USD,132320,US,Remote,US,Medium
2022,Entry,Full time,Machine Learning Engineer,28500,GBP,37300,GB,Remote,GB,Large
2022,Senior,Full time,Data Analyst,164000,USD,164000,US,No remote,US,Medium
2022,Senior,Full time,Data Engineer,155000,USD,155000,US,Remote,US,Medium
2022,Mid,Full time,Machine Learning Engineer,95000,GBP,124333,GB,No remote,GB,Medium
2022,Mid,Full time,Machine Learning Engineer,75000,GBP,98158,GB,No remote,GB,Medium
2022,Mid,Full time,AI Scientist,120000,USD,120000,US,No remote,US,Medium
2022,Senior,Full time,Data Analyst,112900,USD,112900,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,90320,USD,90320,US,Remote,US,Medium
2022,Senior,Full time,Data Analytics Manager,145000,USD,145000,US,Remote,US,Medium
2022,Senior,Full time,Data Analytics Manager,105400,USD,105400,US,Remote,US,Medium
2022,Mid,Full time,Machine Learning Engineer,80000,EUR,87932,FR,Remote,DE,Medium
2022,Mid,Full time,Data Engineer,90000,GBP,117789,GB,No remote,GB,Medium
2022,Senior,Full time,Data Scientist,215300,USD,215300,US,Remote,US,Large
2022,Senior,Full time,Data Scientist,158200,USD,158200,US,Remote,US,Large
2022,Senior,Full time,Data Engineer,209100,USD,209100,US,Remote,US,Large
2022,Senior,Full time,Data Engineer,154600,USD,154600,US,Remote,US,Large
2022,Senior,Full time,Data Analyst,115934,USD,115934,US,No remote,US,Medium
2022,Senior,Full time,Data Analyst,81666,USD,81666,US,No remote,US,Medium
2022,Senior,Full time,Data Engineer,175000,USD,175000,US,Remote,US,Medium
2022,Mid,Full time,Data Engineer,75000,GBP,98158,GB,No remote,GB,Medium
2022,Mid,Full time,Data Analyst,58000,USD,58000,US,No remote,US,Small
2022,Senior,Full time,Data Engineer,183600,USD,183600,US,Remote,US,Large
2022,Mid,Full time,Data Analyst,40000,GBP,52351,GB,Remote,GB,Medium
2022,Senior,Full time,Data Scientist,180000,USD,180000,US,Remote,US,Medium
2022,Mid,Full time,Data Scientist,55000,GBP,71982,GB,No remote,GB,Medium
2022,Mid,Full time,Data Scientist,35000,GBP,45807,GB,No remote,GB,Medium
2022,Mid,Full time,Data Engineer,60000,EUR,65949,GR,Remote,GR,Medium
2022,Mid,Full time,Data Engineer,45000,EUR,49461,GR,Remote,GR,Medium
2022,Mid,Full time,Data Engineer,60000,GBP,78526,GB,Remote,GB,Medium
2022,Mid,Full time,Data Engineer,45000,GBP,58894,GB,Remote,GB,Medium
2022,Senior,Full time,Data Scientist,260000,USD,260000,US,Remote,US,Medium
2022,Senior,Full time,Data Science Engineer,60000,USD,60000,AR,Remote,MX,Large
2022,Mid,Full time,Data Engineer,63900,USD,63900,US,No remote,US,Medium
2022,Mid,Full time,Machine Learning Scientist,160000,USD,160000,US,Remote,US,Large
2022,Mid,Full time,Machine Learning Scientist,112300,USD,112300,US,Remote,US,Large
2022,Mid,Full time,Data Science Manager,241000,USD,241000,US,Remote,US,Medium
2022,Mid,Full time,Data Science Manager,159000,USD,159000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,180000,USD,180000,US,No remote,US,Medium
2022,Senior,Full time,Data Scientist,80000,USD,80000,US,No remote,US,Medium
2022,Mid,Full time,Data Engineer,82900,USD,82900,US,No remote,US,Medium
2022,Senior,Full time,Data Engineer,100800,USD,100800,US,Remote,US,Large
2022,Mid,Full time,Data Engineer,45000,EUR,49461,ES,Remote,ES,Medium
2022,Senior,Full time,Data Scientist,140400,USD,140400,US,No remote,US,Large
2022,Mid,Full time,Data Analyst,30000,GBP,39263,GB,Remote,GB,Medium
2022,Mid,Full time,Data Analyst,40000,EUR,43966,ES,Remote,ES,Medium
2022,Mid,Full time,Data Analyst,30000,EUR,32974,ES,Remote,ES,Medium
2022,Mid,Full time,Data Engineer,80000,EUR,87932,ES,Remote,ES,Medium
2022,Mid,Full time,Data Engineer,70000,EUR,76940,ES,Remote,ES,Medium
2022,Mid,Full time,Data Engineer,80000,GBP,104702,GB,Remote,GB,Medium
2022,Mid,Full time,Data Engineer,70000,GBP,91614,GB,Remote,GB,Medium
2022,Mid,Full time,Data Engineer,60000,EUR,65949,ES,Remote,ES,Medium
2022,Mid,Full time,Data Engineer,80000,EUR,87932,GR,Remote,GR,Medium
2022,Senior,Full time,Machine Learning Engineer,189650,USD,189650,US,No remote,US,Medium
2022,Senior,Full time,Machine Learning Engineer,164996,USD,164996,US,No remote,US,Medium
2022,Mid,Full time,Data Analyst,40000,EUR,43966,GR,Remote,GR,Medium
2022,Mid,Full time,Data Analyst,30000,EUR,32974,GR,Remote,GR,Medium
2022,Mid,Full time,Data Engineer,75000,GBP,98158,GB,Remote,GB,Medium
2022,Mid,Full time,Data Engineer,60000,GBP,78526,GB,Remote,GB,Medium
2022,Senior,Full time,Data Scientist,215300,USD,215300,US,No remote,US,Large
2022,Mid,Full time,Data Engineer,70000,EUR,76940,GR,Remote,GR,Medium
2022,Senior,Full time,Data Engineer,209100,USD,209100,US,Remote,US,Large
2022,Senior,Full time,Data Engineer,154600,USD,154600,US,Remote,US,Large
2022,Senior,Full time,Data Engineer,180000,USD,180000,US,Remote,US,Medium
2022,Entry,Full time,ML Engineer,20000,EUR,21983,PT,Remote,PT,Large
2022,Senior,Full time,Data Engineer,80000,USD,80000,US,Remote,US,Medium
2022,Mid,Full time,Machine Learning Developer,100000,CAD,78791,CA,Remote,CA,Medium
2022,Executive,Full time,Director of Data Science,250000,CAD,196979,CA,Hybrid,CA,Large
2022,Mid,Full time,Machine Learning Engineer,120000,USD,120000,US,Remote,US,Small
2022,Entry,Full time,Computer Vision Engineer,125000,USD,125000,US,No remote,US,Medium
2022,Mid,Full time,NLP Engineer,240000,CNY,37236,US,Hybrid,US,Large
2022,Senior,Full time,Data Engineer,105000,USD,105000,US,Remote,US,Medium
2022,Senior,Full time,Lead Machine Learning Engineer,80000,EUR,87932,DE,No remote,DE,Medium
2022,Mid,Full time,Business Data Analyst,1400000,INR,18442,IN,Remote,IN,Medium
2022,Mid,Full time,Data Scientist,2400000,INR,31615,IN,Remote,IN,Large
2022,Mid,Full time,Machine Learning Infrastructure Engineer,53000,EUR,58255,PT,Hybrid,PT,Large
2022,Entry,Full time,Financial Data Analyst,100000,USD,100000,US,Hybrid,US,Large
2022,Mid,Part time,Data Engineer,50000,EUR,54957,DE,Hybrid,DE,Large
2022,Entry,Full time,Data Scientist,1400000,INR,18442,IN,Remote,IN,Medium
2022,Senior,Full time,Principal Data Scientist,148000,EUR,162674,DE,Remote,DE,Medium
2022,Entry,Full time,Data Engineer,120000,USD,120000,US,Remote,US,Medium
2022,Senior,Full time,Research Scientist,144000,USD,144000,US,Hybrid,US,Large
2022,Senior,Full time,Data Scientist,104890,USD,104890,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,100000,USD,100000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,140000,USD,140000,US,Remote,US,Medium
2022,Mid,Full time,Data Analyst,135000,USD,135000,US,Remote,US,Medium
2022,Mid,Full time,Data Analyst,50000,USD,50000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,220000,USD,220000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,140000,USD,140000,US,Remote,US,Medium
2022,Mid,Full time,Data Scientist,140000,GBP,183228,GB,No remote,GB,Medium
2022,Mid,Full time,Data Scientist,70000,GBP,91614,GB,No remote,GB,Medium
2022,Senior,Full time,Data Scientist,185100,USD,185100,US,Remote,US,Medium
2022,Senior,Full time,Machine Learning Engineer,220000,USD,220000,US,Remote,US,Medium
2022,Mid,Full time,Data Scientist,200000,USD,200000,US,Remote,US,Medium
2022,Mid,Full time,Data Scientist,120000,USD,120000,US,Remote,US,Medium
2022,Senior,Full time,Machine Learning Engineer,120000,USD,120000,AE,Remote,AE,Small
2022,Senior,Full time,Machine Learning Engineer,65000,USD,65000,AE,Remote,AE,Small
2022,Executive,Full time,Data Engineer,324000,USD,324000,US,Remote,US,Medium
2022,Executive,Full time,Data Engineer,216000,USD,216000,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,210000,USD,210000,US,Remote,US,Medium
2022,Senior,Full time,Machine Learning Engineer,120000,USD,120000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,230000,USD,230000,US,Remote,US,Medium
2022,Entry,Part time,Data Scientist,100000,USD,100000,DZ,Hybrid,DZ,Medium
2022,Mid,Freelance,Data Scientist,100000,USD,100000,CA,Remote,US,Medium
2022,Entry,Contract,Applied Machine Learning Scientist,29000,EUR,31875,TN,Remote,CZ,Medium
2022,Senior,Full time,Head of Data,200000,USD,200000,MY,Remote,US,Medium
2022,Mid,Full time,Principal Data Analyst,75000,USD,75000,CA,Remote,CA,Small
2022,Mid,Full time,Data Scientist,150000,PLN,35590,PL,Remote,PL,Large
2022,Senior,Full time,Machine Learning Developer,100000,CAD,78791,CA,Remote,CA,Medium
2022,Senior,Full time,Data Scientist,100000,USD,100000,BR,Remote,US,Medium
2022,Mid,Full time,Machine Learning Scientist,153000,USD,153000,US,Hybrid,US,Medium
2022,Entry,Full time,Data Engineer,52800,EUR,58035,PK,Remote,DE,Medium
2022,Senior,Full time,Data Scientist,165000,USD,165000,US,Remote,US,Medium
2022,Senior,Full time,Research Scientist,85000,EUR,93427,FR,Hybrid,FR,Large
2022,Entry,Full time,Data Scientist,66500,CAD,52396,CA,Remote,CA,Large
2022,Senior,Full time,Machine Learning Engineer,57000,EUR,62651,NL,Remote,NL,Large
2022,Mid,Full time,Head of Data,30000,EUR,32974,EE,Remote,EE,Small
2022,Entry,Full time,Data Scientist,40000,USD,40000,JP,Remote,MY,Large
2022,Mid,Full time,Machine Learning Engineer,121000,AUD,87425,AU,Remote,AU,Large
2022,Senior,Full time,Data Engineer,115000,USD,115000,US,Remote,US,Medium
2022,Entry,Full time,Data Scientist,120000,AUD,86703,AU,Hybrid,AU,Medium
2022,Mid,Full time,Applied Machine Learning Scientist,75000,USD,75000,BO,Remote,US,Large
2022,Mid,Full time,Research Scientist,59000,EUR,64849,AT,No remote,AT,Large
2022,Entry,Full time,Research Scientist,120000,USD,120000,US,Remote,US,Large
2022,Mid,Full time,Applied Data Scientist,157000,USD,157000,US,Remote,US,Large
2022,Entry,Full time,Computer Vision Software Engineer,150000,USD,150000,AU,Remote,AU,Small
2022,Mid,Full time,Business Data Analyst,90000,CAD,70912,CA,Hybrid,CA,Large
2022,Entry,Full time,Data Engineer,65000,USD,65000,US,Remote,US,Small
2022,Senior,Full time,Machine Learning Engineer,65000,EUR,71444,IE,Remote,IE,Small
2022,Entry,Full time,Data Analytics Engineer,20000,USD,20000,PK,No remote,PK,Medium
2022,Mid,Full time,Data Scientist,48000,USD,48000,RU,Remote,US,Small
2022,Senior,Full time,Data Science Manager,152500,USD,152500,US,Remote,US,Medium
2022,Mid,Full time,Data Engineer,62000,EUR,68147,FR,Remote,FR,Medium
2022,Mid,Full time,Data Scientist,115000,CHF,122346,CH,No remote,CH,Large
2022,Senior,Full time,Applied Data Scientist,380000,USD,380000,US,Remote,US,Large
2022,Mid,Full time,Data Scientist,88000,CAD,69336,CA,Remote,CA,Medium
2022,Entry,Full time,Computer Vision Engineer,10000,USD,10000,PT,Remote,LU,Medium
2022,Mid,Full time,Data Analyst,20000,USD,20000,GR,Remote,GR,Small
2022,Senior,Full time,Data Analytics Lead,405000,USD,405000,US,Remote,US,Large
2022,Mid,Full time,Data Scientist,135000,USD,135000,US,Remote,US,Large
2022,Senior,Full time,Applied Data Scientist,177000,USD,177000,US,Remote,US,Large
2022,Mid,Full time,Data Scientist,78000,USD,78000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,135000,USD,135000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,100000,USD,100000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,90320,USD,90320,US,Remote,US,Medium
2022,Mid,Full time,Data Analyst,85000,USD,85000,CA,No remote,CA,Medium
2022,Mid,Full time,Data Analyst,75000,USD,75000,CA,No remote,CA,Medium
2022,Senior,Full time,Machine Learning Engineer,214000,USD,214000,US,Remote,US,Medium
2022,Senior,Full time,Machine Learning Engineer,192600,USD,192600,US,Remote,US,Medium
2022,Senior,Full time,Data Architect,266400,USD,266400,US,Remote,US,Medium
2022,Senior,Full time,Data Architect,213120,USD,213120,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,112900,USD,112900,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,155000,USD,155000,US,Remote,US,Medium
2022,Mid,Full time,Data Scientist,141300,USD,141300,US,No remote,US,Medium
2022,Mid,Full time,Data Scientist,102100,USD,102100,US,No remote,US,Medium
2022,Senior,Full time,Data Analyst,115934,USD,115934,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,81666,USD,81666,US,Remote,US,Medium
2022,Mid,Full time,Data Engineer,206699,USD,206699,US,No remote,US,Medium
2022,Mid,Full time,Data Engineer,99100,USD,99100,US,No remote,US,Medium
2022,Senior,Full time,Data Engineer,130000,USD,130000,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,115000,USD,115000,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,110500,USD,110500,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,130000,USD,130000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,99050,USD,99050,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,160000,USD,160000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,205300,USD,205300,US,No remote,US,Large
2022,Senior,Full time,Data Scientist,140400,USD,140400,US,No remote,US,Large
2022,Senior,Full time,Data Scientist,176000,USD,176000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,144000,USD,144000,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,200100,USD,200100,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,160000,USD,160000,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,145000,USD,145000,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,70500,USD,70500,US,No remote,US,Medium
2022,Senior,Full time,Data Scientist,205300,USD,205300,US,No remote,US,Medium
2022,Senior,Full time,Data Scientist,140400,USD,140400,US,No remote,US,Medium
2022,Senior,Full time,Analytics Engineer,205300,USD,205300,US,No remote,US,Medium
2022,Senior,Full time,Analytics Engineer,184700,USD,184700,US,No remote,US,Medium
2022,Senior,Full time,Data Engineer,175100,USD,175100,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,140250,USD,140250,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,116150,USD,116150,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,54000,USD,54000,US,No remote,US,Medium
2022,Senior,Full time,Data Analyst,170000,USD,170000,US,Remote,US,Medium
2022,Mid,Full time,Data Analyst,50000,GBP,65438,GB,No remote,GB,Medium
2022,Senior,Full time,Data Analyst,80000,USD,80000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,140000,USD,140000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,210000,USD,210000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,140000,USD,140000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,100000,USD,100000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,69000,USD,69000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,210000,USD,210000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,140000,USD,140000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,210000,USD,210000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,150075,USD,150075,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,100000,USD,100000,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,25000,USD,25000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,126500,USD,126500,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,106260,USD,106260,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,220110,USD,220110,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,160080,USD,160080,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,105000,USD,105000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,110925,USD,110925,US,Remote,US,Medium
2022,Mid,Full time,Data Analyst,35000,GBP,45807,GB,No remote,GB,Medium
2022,Senior,Full time,Data Scientist,140000,USD,140000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,99000,USD,99000,US,No remote,US,Medium
2022,Senior,Full time,Data Analyst,60000,USD,60000,US,Remote,US,Medium
2022,Senior,Full time,Data Architect,192564,USD,192564,US,Remote,US,Medium
2022,Senior,Full time,Data Architect,144854,USD,144854,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,230000,USD,230000,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,150000,USD,150000,US,Remote,US,Medium
2022,Senior,Full time,Data Analytics Manager,150260,USD,150260,US,Remote,US,Medium
2022,Senior,Full time,Data Analytics Manager,109280,USD,109280,US,Remote,US,Medium
2022,Senior,Full time,Data Scientist,210000,USD,210000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,170000,USD,170000,US,Remote,US,Medium
2022,Mid,Full time,Data Scientist,160000,USD,160000,US,Remote,US,Medium
2022,Mid,Full time,Data Scientist,130000,USD,130000,US,Remote,US,Medium
2022,Entry,Full time,Data Analyst,67000,USD,67000,CA,No remote,CA,Medium
2022,Entry,Full time,Data Analyst,52000,USD,52000,CA,No remote,CA,Medium
2022,Senior,Full time,Data Engineer,154000,USD,154000,US,Remote,US,Medium
2022,Senior,Full time,Data Engineer,126000,USD,126000,US,Remote,US,Medium
2022,Senior,Full time,Data Analyst,129000,USD,129000,US,No remote,US,Medium
2022,Senior,Full time,Data Analyst,150000,USD,150000,US,Remote,US,Medium
2022,Mid,Full time,AI Scientist,200000,USD,200000,IN,Remote,US,Large
